S.No.,Bridge Number,Bridge Name,Road Name,District,River/Stream,Chainage(Km),Length(m),Width(m),Span No,Foundation Type,Loading Capacity,Maintenance Division,Region,Completion Year,Cordinate,Bridge Type,Bridge Condition,Total Score,Load Restriction,Construction Status,Span Length(m),Data Updated Year
402,66-H001-455,4 Cell Slab,Mahendra Rajmarga,Bardiya,4 Cell Slab,887.838,21.8,RW-12.5 | CW-6.5,4,Open Foundation,,Nepalgunj,Mid-Western,1345,28.5375 | 81.3248,RCC Slab,7,3.6,0,Completed,5.45,2017
403,66-H001-457,4 Cell Slab,Mahendra Rajmarga,Bardiya,4 Cell Slab,889.746,22.7,RW-11.3 | CW-6.5,4,Open Foundation,,Nepalgunj,Mid-Western,1347,28.5530 | 81.3175,RCC Slab,7,3.6,0,Completed,5.675,2017
404,66-H001-458,Double Cell,Mahendra Rajmarga,Bardiya,Double Cell,892.265,7.9,RW-11 | CW-6.6,2,Open Foundation,,Nepalgunj,Mid-Western,1348,28.5732 | 81.3069,RCC Slab,7,3.6,0,Completed,3.55,2017
405,66-H001-459,Two Cell,Mahendra Rajmarga,Bardiya,Two Cell,892.292,7.9,RW-11 | CW-7,2,Open Foundation,,Nepalgunj,Mid-Western,1349,28.5734 | 81.3067,RCC Slab,7,3.6,0,Completed,3.45,2017
406,66-H001-460,Four Cell,Mahendra Rajmarga,Bardiya,Four Cell,892.496,21.5,RW-11.5 | CW-6.3,4,Open Foundation,,Nepalgunj,Mid-Western,1350,28.5751 | 81.3060,RCC Slab,7,3.6,0,Completed,5.375,2017
407,66-H001-461,Gumnaha,Mahendra Rajmarga,Bardiya,Gumnaha,894.24,40.8,RW-8.3 | CW-7.5,2,RCC Foundation,,Nepalgunj,Mid-Western,1351,28.5902 | 81.3000,RCC T-Beam,7,3.6,0,Completed,20.50 + 20.30,2017
408,66-H001-454,2 Cell Slab,Mahendra Rajmarga,Bardiya,2 Cell Slab,887.3,7.8,RW-9.9 | CW-5.8,2,Open Foundation,,Nepalgunj,Mid-Western,1344,28.5325 | 81.3248,RCC Slab,7,3.6,0,Completed,3.9,2017
409,66-H001-462,Four Cell Slab,Mahendra Rajmarga,Bardiya,Four Cell Slab`,895.382,11.8,RW-10.5 | CW-6.5,4,Open Foundation,,Nepalgunj,Mid-Western,1352,28.5983 | 81.2946,RCC Slab,7,3.6,0,Completed,2.95,2017
410,66-H001-452,2 Cell Slab,Mahendra Rajmarga,Bardiya,2 Cell Slab,885.782,9.2,RW-14.5 | CW-4.8,2,Open Foundation,,Nepalgunj,Mid-Western,1342,28.5198 | 81.3264,RCC Slab,6,3.6,0,Completed,4.6,2017
411,66-H001-451,Triple Cell,Mahendra Rajmarga,Bardiya,Triple Cell,883.91,9,RW-14.2 | CW-6.2,3,Open Foundation,,Nepalgunj,Mid-Western,1341,28.5035 | 81.3240,RCC Slab,7,3.6,0,Completed,3,2017
412,66-H001-447,Babai Pool,Mahendra Rajmarga,Bardiya,Babai Nala,874.417,9.5,RW-9.3 | CW-6.3,2,Open Foundation,,Nepalgunj,Mid-Western,1337,28.4298 | 81.3490,RCC Slab,7,3.6,0,Completed,4.75,2017
413,66-H001-423,Phohiya Khola,Mahendra Rajmarga,Bardiya,Phohiya Khola,836.88,36,RW-7.72 | CW-7.35,3,RCC Foundation,,Nepalgunj,Mid-Western,1313,28.2220 | 81.5704,RCC T-Beam,7,3.6,0,Completed,12,2017
414,66-H001-428,Bokahani Khola,Mahendra Rajmarga,Bardiya,Bokahani Khola,845.08,7.2,RW-11.3 | CW-6.4,1,Open Foundation,,Nepalgunj,Mid-Western,1318,28.2588 | 81.4994,RCC Slab,7,3.6,0,Completed,7.2,2017
415,69-H001-478,Dry Nala 14,Mahendra Rajmarga,Kailali,Dry Nala 14,905.55,20.6,RW-8.5 | CW-7.5,1,RCC Foundation,IRC class A/AA,Mahendranagar,Far- Western,1560,28.6223 | 81.2460,Prestress,6,3.6,0,Completed,20.6,2017
416,69-H001-488,Doda River,Mahendra Rajmarga,Kailali,Doda River,935.69,50,RW-7.5 | CW-7.2,3,RCC Foundation,HS 20 - 44,Mahendranagar,Far- Western,1570,28.6776 | 80.9555,RCC T-Beam,6,3.6,0,Completed,15+20+15,2017
417,69-H001-479,Dry Nala 15,Mahendra Rajmarga,Kailali,Dry Nala 15,906.817,83.6,RW-8.5 | CW-7.5,2,Gabion Box,IRC class A/AA,Mahendranagar,Far- Western,1561,28.6210 | 81.2436,Prestress,7,3.6,0,Completed,41.8,2017
418,69-H001-499,Gauri Ganga ,Mahendra Rajmarga,Kailali,Gauri Ganga,957.35,225.4,RW-8.5 | CW-7.5,7,RCC Foundation,IRC class A/AA,Mahendranagar,Far- Western,1581,28.7542 | 80.7574,Prestress,7,3.1,0,Completed,32.2,2017
419,69-H001-484,Charela Khola  ,Mahendra Rajmarga,Kailali,Charela Khola  ,921.805,96.6,RW-8.5 | CW-7.5,3,Gabion Box,,Mahendranagar,Far- Western,1566,28.6468 | 81.0896,RCC T-Beam,7,3.6,0,Completed,32.2,2017
420,69-H001-503,ShivGanga River ,Mahendra Rajmarga,Kailali,ShivGanga River,964.58,193.2,RW-8.5 | CW-7.5,6,Gabion Box,IRC class A/AA,Mahendranagar,Far- Western,1585,28.7901 | 80.7008,Prestress,7,3.1,0,Completed,32.2,2017
421,69-H001-510,Narmada Ganga River,Mahendra Rajmarga,Kailali,Narmada Ganga River,979,39.2,RW-7.4 | CW-7.1,3,RCC Foundation,IRC class A/AA,Mahendranagar,Far- Western,1592,28.8133 | 80.5647,RCC T-Beam,6,3.1,0,Completed,"12.1,15,12.1",2017
422,69-H001-485,Pathariya Khola,Mahendra Rajmarga,Kailali,Pathariya Khola,923.415,50,RW-7.54 | CW-7.2,3,Well Foundation,HS 20 - 44,Mahendranagar,Far- Western,1567,28.6511 | 81.0740,RCC T-Beam,6,3.6,0,Completed,15+20+15,2017
423,69-H001-490,2 Cell Slab,Mahendra Rajmarga,Kailali,2 Cell Slab,938.315,7,RW-21.6 | CW-6.35,2,RCC Foundation,IRC class A/AA,Mahendranagar,Far- Western,1572,28.6909 | 80.9334,RCC Slab,7,3.1,0,Completed,3.5,2017
424,69-H001-469,Dry Nala 5,Mahendra Rajmarga,Kailali,Dry Nala 5,902.338,10.4,RW-8.5 | CW-7.5,1,Gabion Box,IRC class A/AA,Mahendranagar,Far- Western,1551,28.6375 | 81.2734,RCC Slab,7,3.6,0,Completed,10.4,2017
425,69-H001-487,Suktikada Khola ,Mahendra Rajmarga,Kailali,Suktikada Khola ,931.71,51,RW-7.5 | CW-7.2,3,RCC Foundation,,Mahendranagar,Far- Western,1569,28.6693 | 80.9945,RCC T-Beam,6,3.6,0,Completed,15.5+20+15.5,2017
426,69-H001-500,Chanaura Khola ,Mahendra Rajmarga,Kailali,Chanaura Khola,958.9,11.3,RW-8.3 | CW-6.2,2,Natural Rock,HS: 20-40,Mahendranagar,Far- Western,1582,28.7632 | 80.7465,RCC Slab,7,3.1,0,Completed,5.65,2017
427,69-H001-507,Gayamadi Khola,Mahendra Rajmarga,Kailali,Gayamadi Khola,976,9.3,RW-16 | CW-6,2,Natural Rock,IRC class A/AA,Mahendranagar,Far- Western,1589,28.8075 | 80.5926,RCC Slab,7,3.1,0,Completed,4.65,2017
428,69-H001-464,Baula Khola ,Mahendra Rajmarga,Kailali,Baula Khola ,901.4,41,RW-8.5 | CW-7.5,1,RCC Foundation,IRC class A/AA,Mahendranagar,Far- Western,1546,28.6426 | 81.2801,Prestress,7,3.6,0,Completed,41,2017
429,69-H001-473,Dry Nala 9,Mahendra Rajmarga,Kailali,Dry Nala 9,904,83.6,RW-8.5 | CW-7.5,2,RCC Foundation,IRC class A/AA,Mahendranagar,Far- Western,1555,28.6298 | 81.2592,Prestress,7,3.6,0,Completed,41.80+41.80,2017
430,69-H001-472,Dry Nala 8,Mahendra Rajmarga,Kailali,Dry Nala 8,903.633,93.5,RW-8.5 | CW-7.5,2,RCC Foundation,IRC class A/AA,Mahendranagar,Far- Western,1554,28.6314 | 81.2622,Prestress,7,3.6,0,Completed,51.75+41.75,2017
431,69-H001-491,Kandra River ,Mahendra Rajmarga,Kailali,Kandra River ,941.14,240,RW-7.5 | CW-7.2,8,RCC Foundation,IRC class A/AA,Mahendranagar,Far- Western,1573,28.6976 | 80.9059,RCC T-Beam,6,3.6,0,Completed,30,2017
432,69-H001-492,3 Cell Slab,Mahendra Rajmarga,Kailali,3 Cell Slab,942,13.6,RW-14 | CW-6,3,RCC Foundation,HS: 20-40,Mahendranagar,Far- Western,1574,28.6994 | 80.8970,RCC Slab,7,3.6,0,Completed,4.53,2017
433,69-H001-476,Dry Nala 12,Mahendra Rajmarga,Kailali,Dry Nala 12,904.86,10.4,RW-8.5 | CW-7.5,1,RCC Foundation,IRC class A/AA,Mahendranagar,Far- Western,1558,28.6255 | 81.2517,RCC Slab,7,3.6,0,Completed,10.4,2017
434,69-H001-502,Chaumala River ,Mahendra Rajmarga,Kailali,Chaumala River,961.23,55,RW-7.5 | CW-6.5,3,RCC Foundation,IRC class A/AA,Mahendranagar,Far- Western,1584,28.7791 | 80.7321,RCC T-Beam,6,3.1,0,Completed,"15.19.8,20.2",2017
435,69-H001-481,Dry Nala 16,Mahendra Rajmarga,Kailali,Dry Nala 16,911.81,7.2,RW-8.5 | CW-7.3,1,Gabion Box,IRC class A/AA,Mahendranagar,Far- Western,1563,28.6213 | 81.1867,RCC Slab,7,3.6,0,Completed,7.2,2017
436,69-H001-482,Rora River  ,Mahendra Rajmarga,Kailali,Rora River  ,915.65,70,RW-7.5 | CW-7.1,4,Gabion Box,IRC class A/AA,Mahendranagar,Far- Western,1564,28.6298 | 81.1476,RCC T-Beam,7,3.6,0,Completed,15+20+20+15,2017
437,69-H001-474,Dry Nala 10,Mahendra Rajmarga,Kailali,Dry Nala 10,904.48,15.65,RW-8.5 | CW-7.5,1,RCC Foundation,IRC class A/AA,Mahendranagar,Far- Western,1556,28.6273 | 81.2550,Prestress,8,3.6,0,Completed,15.65,2017
438,69-H001-512,Mohana River,Mahendra Rajmarga,Kailali,Mohana River,984.285,50.2,RW-7.4 | CW-7.1,3,Well Foundation,,Mahendranagar,Far- Western,1594,28.8249 | 80.5148,RCC T-Beam,5,3.1,0,Completed,15+20.2+15,2017
439,69-H001-475,Dry Nala 11,Mahendra Rajmarga,Kailali,Dry Nala 11,904.669,15.5,RW-8.5 | CW-7.5,1,RCC Foundation,IRC class A/AA,Mahendranagar,Far- Western,1557,28.6264 | 81.2533,Prestress,7,3.6,0,Completed,15.5,2017
440,69-H001-480,Dhobiniya Khola ,Mahendra Rajmarga,Kailali,Dhobiniya Khola ,911.46,62.25,RW-8.6 | CW-7.6,3,RCC Foundation,IRC class A/AA,Mahendranagar,Far- Western,1562,28.6210 | 81.1902,RCC T-Beam,7,3.6,0,Completed,20.6+20.8+20.5,2017
441,69-H001-483,Chori River  ,Mahendra Rajmarga,Kailali,Chori River  ,920,40.9,RW-8.5 | CW-7.5,1,Gabion Box,IRC class A/AA,Mahendranagar,Far- Western,1565,28.6422 | 81.1072,Prestress,7,3.6,0,Completed,40.9,2017
442,69-H001-511,Godabari River,Mahendra Rajmarga,Kailali,Godabari River,981.17,90,RW-7.4 | CW-7.1,3,RCC Foundation,,Mahendranagar,Far- Western,1593,28.8121 | 80.5421,Prestress,6,3.1,0,Completed,28.6+31.4+30,2017
443,69-H001-465,Dry Nala,Mahendra Rajmarga,Kailali,Dry Nala,901.5,20.6,RW-8.5 | CW-7.5,1,Open Foundation,IRC class A/AA,Mahendranagar,Far- Western,1547,28.6417 | 81.2790,Prestress,7,3.6,0,Completed,20.6,2017
444,69-H001-489,Ghodaghodi Khola,Mahendra Rajmarga,Kailali,Ghodaghodi Khola,938,13.2,RW-21.6 | CW-6.35,4,RCC Foundation,HS 20 - 44,Mahendranagar,Far- Western,1571,28.6894 | 80.9357,RCC Slab,7,3.6,0,Completed,3.3,2017
445,69-H001-470,Dry Nala 6,Mahendra Rajmarga,Kailali,Dry Nala 6,902.755,41,RW-8.5 | CW-7.5,1,Open Foundation,IRC class A/AA,Mahendranagar,Far- Western,1552,28.6354 | 81.2702,Prestress,7,3.6,0,Completed,41,2017
446,69-H001-466,Dry Nala 2,Mahendra Rajmarga,Kailali,Dry Nala 2,901.635,6.7,RW-8.5 | CW-7.3,1,Raft foundation,IRC class A/AA,Mahendranagar,Far- Western,1548,28.6404 | 81.2774,RCC Slab,7,3.6,0,Completed,6.7,2017
447,69-H001-471,Dry Nala 7 (Baar Khola),Mahendra Rajmarga,Kailali,Dry Nala 7 (Baar Khola),903.171,93.55,RW-8.5 | CW-7.5,2,Open Foundation,IRC class A/AA,Mahendranagar,Far- Western,1553,28.6334 | 81.2662,Prestress,8,3.6,0,Completed,51.75+41.80,2017
448,69-H001-508,Manhara River,Mahendra Rajmarga,Kailali,Manhara River,977.08,225.4,RW-8.5 | CW-7.5,7,RCC Foundation,IRC class A/AA,Mahendranagar,Far- Western,1590,28.8128 | 80.5831,Prestress,7,3.1,0,Completed,32.2,2017
449,69-H001-486,Karha Khola ,Mahendra Rajmarga,Kailali,Karha Khola ,928.6,96.6,RW-8.5 | CW-7.5,3,Well Foundation,IRC class A/AA,Mahendranagar,Far- Western,1568,28.6625 | 81.0240,Prestress,7,3.6,0,Completed,32.2,2017
450,69-H001-501,2 Cell Slab,Mahendra Rajmarga,Kailali,2 Cell Slab,960,10.3,RW-11.2 | CW-6.2,2,RCC Foundation,HS: 20-40,Mahendranagar,Far- Western,1583,28.7724 | 80.7410,RCC Slab,7,3.1,0,Completed,5.15,2017
451,69-H001-467,Dry Nala 3,Mahendra Rajmarga,Kailali,Dry Nala 3,901.968,20.6,RW-8.5 | CW-7.5,1,RCC Foundation,IRC class A/AA,Mahendranagar,Far- Western,1549,28.6397 | 81.2765,Prestress,7,3.6,0,Completed,20.6,2017
452,69-H001-494,Amkhaiya-2,Mahendra Rajmarga,Kailali,Amkhaiya-2,944.89,7.8,RW-8.3 | CW-6.2,2,RCC Foundation,IRC class A/AA,Mahendranagar,Far- Western,1576,28.7138 | 80.8731,RCC T-Beam,7,3.6,0,Completed,3.9,2017
453,69-H001-493,Amkhaiya -1,Mahendra Rajmarga,Kailali,Amkhaiya -1,944.58,7.8,RW-8.8 | CW-6.1,2,Open Foundation,IRC class A/AA,Mahendranagar,Far- Western,1575,28.7120 | 80.8757,RCC Slab,8,3.6,0,Completed,3.9,2017
454,69-H001-509,Biyar Khola,Mahendra Rajmarga,Kailali,Biyar Khola,977.875,9.2,RW-16 | CW-6,2,Open Foundation,IRC class A/AA,Mahendranagar,Far- Western,1591,28.8137 | 80.5756,RCC Slab,7,3.1,0,Completed,4.6,2017
455,69-H001-495,Kateni  Khola,Mahendra Rajmarga,Kailali,Kateni  Khola,947.16,16.6,RW-11.4 | CW-6.2,3,RCC Foundation,IRC class A/AA,Mahendranagar,Far- Western,1577,28.7235 | 80.8533,RCC Slab,7,3.6,0,Completed,5.53,2017
456,69-H001-505,Hardia Khola,Mahendra Rajmarga,Kailali,Hardia Khola,974,14.2,RW-15.8 | CW-6.2,2,Open Foundation,IRC class A/AA,Mahendranagar,Far- Western,1587,28.8016 | 80.6114,RCC Slab,7,3.1,0,Completed,7.1,2017
457,69-H001-504,Khutia River,Mahendra Rajmarga,Kailali,Khutia River,971.8,257.6,RW-8.5 | CW-7.5,8,Well Foundation,IRC class A/AA,Mahendranagar,Far- Western,1586,28.7949 | 80.6326,Prestress,7,3.1,0,Completed,32.2,2017
458,69-H001-496,Badka  Khola,Mahendra Rajmarga,Kailali,Badka  Khola,948.07,10.2,RW-17 | CW-6.2,3,RCC Foundation,HS 20 - 44,Mahendranagar,Far- Western,1578,28.7251 | 80.8442,RCC Slab,8,3.6,0,Completed,3.4,2017
459,69-H001-506,Gardhobi Khola,Mahendra Rajmarga,Kailali,Gardhobi Khola,975.52,9.2,RW-17 | CW-6,2,Open Foundation,IRC class A/AA,Mahendranagar,Far- Western,1588,28.8060 | 80.5969,RCC Slab,7,3.1,0,Completed,4.6,2017
460,69-H001-497,Likma River ,Mahendra Rajmarga,Kailali,Likma River,950.37,240,RW-7.5 | CW-7.2,8,RCC Foundation,HS: 20-40,Mahendranagar,Far- Western,1579,28.7287 | 80.8211,RCC T-Beam,7,3.6,0,Completed,30,2017
461,69-H001-498,Amkhaiya Khola ,Mahendra Rajmarga,Kailali,Amkhaiya Khola,954.64,12.3,RW-13.6 | CW-6.2,2,RCC Foundation,HS: 20-40,Mahendranagar,Far- Western,1580,28.7422 | 80.7806,RCC Slab,7,3.1,0,Completed,6.15,2017
462,69-H001-477,Dry Nala 13,Mahendra Rajmarga,Kailali,Dry Nala 13,905.13,6.8,RW-8.5 | CW-7.3,1,Gabion Box,IRC class A/AA,Mahendranagar,Far- Western,1559,28.6243 | 81.2495,RCC Slab,7,3.6,0,Completed,6.8,2017
463,69-H001-468,Dry Nala 4,Mahendra Rajmarga,Kailali,Dry Nala 4,902.145,7.2,RW-17 | CW-7.5,2,RCC Foundation,IRC class A/AA,Mahendranagar,Far- Western,1550,28.6394 | 81.2760,RCC T-Beam,7,3.6,0,Completed,3.6+3.6,2017
464,75-H001-513,Baluwa Khola,Mahendra Rajmarga,Kanchanpur,Baluwa Khola,988,11.2,RW-8.4 | CW-7.7,2,Open Foundation,IRC class A/AA,Mahendranagar,Far- Western,1595,28.8376 | 80.4809,RCC Slab,7,3.1,0,Completed,5.6,2017
465,75-H001-515,Amkhhaiya-2,Mahendra Rajmarga,Kanchanpur,Amkhhaiya Khola,992.17,6.9,RW-7.7 | CW-7.2,1,Open Foundation,IRC class A/AA,Mahendranagar,Far- Western,1597,28.8502 | 80.4402,RCC Slab,6,3.1,0,Completed,6.9,2017
466,75-H001-533,Bhujela River,Mahendra Rajmarga,Kanchanpur,Bhujela River,1027.8,45.6,RW-10.5 | CW-7.5,2,RCC Foundation,,Mahendranagar,Far- Western,1615,28.9901 | 80.1298,RCC T-Beam,6,3.1,0,Completed,22.8,2017
467,75-H001-523,Daiji Khola,Mahendra Rajmarga,Kanchanpur,Daiji Khola,1013.445,10,RW-7.86 | CW-6,1,Open Foundation,,Mahendranagar,Far- Western,1605,28.9473 | 80.2667,RCC Slab,6,3.1,0,Completed,10,2017
468,75-H001-531,Canal Crossing,Mahendra Rajmarga,Kanchanpur,Canal Crossing,1023.435,21,RW-7.9 | CW-6.7,3,Open Foundation,IRC class A/AA,Mahendranagar,Far- Western,1613,28.9753 | 80.1712,RCC Slab,7,3.1,0,Completed,7,2017
469,75-H001-514,Amkhhaiya Khola 1,Mahendra Rajmarga,Kanchanpur,Amkhhaiya Khola,991.378,9.2,RW-15.5 | CW-6.2,2,Open Foundation,IRC class A/AA,Mahendranagar,Far- Western,1596,28.8473 | 80.4476,RCC Slab,7,3.1,0,Completed,4.6,2017
470,75-H001-525,Slab ,Mahendra Rajmarga,Kanchanpur,Slab ,1016.19,11.3,RW-14.6 | CW-6,2,Open Foundation,IRC class A/AA,Mahendranagar,Far- Western,1607,28.9524 | 80.2404,RCC Slab,7,3.1,0,Completed,5.65,2017
471,75-H001-518,Banara River,Mahendra Rajmarga,Kanchanpur,Banara River,998.4,240.8,RW-7.3 | CW-7,8,RCC Foundation,HS: 20-40,Mahendranagar,Far- Western,1600,28.8883 | 80.3962,Prestress,8,3.1,0,Completed,30.5*2+30*4+29.9*2,2017
472,75-H001-517,Band River,Mahendra Rajmarga,Kanchanpur,Band River,995.29,40.8,RW-7.3 | CW-7,2,RCC Foundation,HS: 20-40,Mahendranagar,Far- Western,1599,28.8669 | 80.4158,RCC T-Beam,7,3.1,0,Completed,20.4,2017
473,75-H001-524,Chaudhar Khola,Mahendra Rajmarga,Kanchanpur,Chaudhar Khola,1014.85,179.4,RW-7.5 | CW-7.2,6,Well Foundation,,Mahendranagar,Far- Western,1606,28.9511 | 80.2538,RCC T-Beam,7,3.1,0,Completed,29.85+29.85+30.10+29.90+29.70+30.00,2017
474,75-H001-522,Pathariya River,Mahendra Rajmarga,Kanchanpur,Pathariya River,1011.2,50,RW-7.5 | CW-7.2,3,RCC Foundation,,Mahendranagar,Far- Western,1604,28.9372 | 80.2852,RCC T-Beam,7,3.1,0,Completed,20+15+15,2017
475,75-H001-520,Syali River,Mahendra Rajmarga,Kanchanpur,Syali River,1006.25,71,RW-7.5 | CW-7.2,4,Well Foundation,,Mahendranagar,Far- Western,1602,28.9156 | 80.3278,RCC T-Beam,7,3.1,0,Completed,15.5+20+20+15.5,2017
476,75-H001-529,Bhasi River,Mahendra Rajmarga,Kanchanpur,Bhasi River,1020.67,22.5,RW-10.5 | CW-7.5,1,Open Foundation,,Mahendranagar,Far- Western,1611,28.9664 | 80.1975,RCC T-Beam,7,3.1,0,Completed,22.5,2017
477,75-H001-521,Radha River,Mahendra Rajmarga,Kanchanpur,Radha River,1010.125,53,RW-7.5 | CW-7.2,3,RCC Foundation,,Mahendranagar,Far- Western,1603,28.9338 | 80.2947,RCC T-Beam,6,3.1,0,Completed,20.40+19.80+12.50,2017
478,75-H001-519,Sunbara River,Mahendra Rajmarga,Kanchanpur,Sunbara River,1003.575,70,RW-7.3 | CW-7,4,RCC Foundation,HS: 20-40,Mahendranagar,Far- Western,1601,28.9019 | 80.3494,RCC T-Beam,6,3.1,0,Completed,15*2+20*2,2017
479,75-H001-516,Donda River,Mahendra Rajmarga,Kanchanpur,Donda River,992.825,181,RW-7.2 | CW-6.9,6,RCC Foundation,IRC class A/AA,Mahendranagar,Far- Western,1598,28.8526 | 80.4341,Prestress,6,3.1,0,Completed,30.5 at end spans and 30m at other spans,2017
480,75-H001-527,Suda Chok Khola,Mahendra Rajmarga,Kanchanpur,Suda Chok Khola,1016.608,7,RW-7.8 | CW-7,1,RCC Foundation,,Mahendranagar,Far- Western,1609,28.9594 | 80.2191,RCC Slab,7,3.1,0,Completed,7,2017
481,75-H001-528,Kangla River,Mahendra Rajmarga,Kanchanpur,Kangla River,1019.38,22.8,RW-10.5 | CW-7.3,1,Open Foundation,,Mahendranagar,Far- Western,1610,28.9623 | 80.2098,RCC T-Beam,7,3.1,0,Completed,22.8,2017
482,75-H001-526,Slab -2,Mahendra Rajmarga,Kanchanpur,Slab ,1018.05,7,RW-7.8 | CW-7,1,RCC Foundation,IRC class A/AA,Mahendranagar,Far- Western,1608,28.9582 | 80.2226,RCC Slab,7,3.1,0,Completed,7,2017
483,75-H001-532,Bangaun Khola,Mahendra Rajmarga,Kanchanpur,Bangaun khola,1026,10.2,RW-8.5 | CW-7,1,Open Foundation,,Mahendranagar,Far- Western,1614,28.9836 | 80.1473,RCC Slab,6,3.1,0,Completed,10.2,2017
484,75-H001-530,Bhansi Khola,Mahendra Rajmarga,Kanchanpur,Bhansi Khola,1021.39,7.3,RW-7.6 | CW-7,1,Open Foundation,HS: 20-40,Mahendranagar,Far- Western,1612,28.9687 | 80.1906,RCC Slab,8,3.1,0,Completed,7.3,2017
485,24-H002-006,Naubise ,Tribhuvan Highway,Dhading,Naubise,134.59,22.5,RW-10.15 | CW-8,1,Open Foundation,HS: 20-40,Bharatpur,Central,476,27.7155 | 85.1517,RCC T-Beam,7,2.6,0,Completed,22.5,2017
486,24-H002-008,Thakra,Tribhuvan Highway,Dhading,Thakra khola,130.16,13,RW-3.5 | CW-3.5,1,RCC Foundation,,Bharatpur,Central,478,27.7226 | 85.1271,Steel Truss,7,2.6,0,Completed,13,2017
487,24-H002-009,Shoping,Tribhuvan Highway,Dhading,Shoping khola,127.37,13,RW-3.5 | CW-3.5,1,Open Foundation,,Bharatpur,Central,479,27.7212 | 85.1157,Steel Truss,6,2.6,0,Completed,13,2017
488,24-H002-007,Sungure,Tribhuvan Highway,Dhading,Sungure khola,130.94,16,RW-3.5 | CW-3.5,1,Open Foundation,,Bharatpur,Central,477,27.7197 | 85.1321,Steel Truss,7,2.6,0,Completed,16,2017
489,26-H002-001,Bishnumati,Tribhuvan Highway,Kathmandu,Bishnumati  khola,158.075,83.1,RW-13.38 | CW-8.56,8,RCC Foundation,,,Central,471,27.6980 | 85.3022,RCC T-Beam,7,3.6,0,Completed,10.38,2017
490,26-H002-004,Balkhu Khola,Tribhuvan Highway,Kathmandu,Balkhu Khola,153.9,37,RW-12 | CW-7.5,1,Open Foundation,,,Central,474,27.6861 | 85.2601,Prestress,7,3.6,0,Completed,37,2017
491,26-H002-003,Khadkulo,Tribhuvan Highway,Kathmandu,Khadkulo,155.76,10.7,RW-22 | CW-14,2,Open Foundation,,,Central,473,27.6921 | 85.2775,RCC Slab,7,3.6,0,Completed,5.35,2017
492,26-H002-005,Khatripauwa River,Tribhuvan Highway,Kathmandu,Khatripauwa River,142.85,22.5,RW-10 | CW-8,1,Open Foundation,,,Central,475,27.7079 | 85.1962,RCC T-Beam,8,3.6,0,Completed,22.5,2017
493,26-H002-002,Manamati ,Tribhuvan Highway,Kathmandu,Manamati khola,157.43,12.7,RW-19.6 | CW-14.5,2,Gabion Box,,,Central,472,27.6962 | 85.2932,RCC Slab,6,3.6,0,Completed,6.35,2017
494,31-H002-012,Kalitar,Tribhuvan Highway,Makawanpur,Kalitar khola,45.27,16,RW-3.5 | CW-3.5,1,Open Foundation,,Hetauda,Central,482,27.5302 | 85.0443,Steel Truss,8,3.1,0,Completed,16,2017
495,31-H002-015,Trikhanda,Tribhuvan Highway,Makawanpur,Trikhanda khola,36.86,11,RW-7.7 | CW-6,1,Open Foundation,,Hetauda,Central,485,27.4946 | 85.0437,RCC Slab,8,3.1,0,Completed,10.8,2017
496,31-H002-011,Mahabir,Tribhuvan Highway,Makawanpur,Mahabir khola,65.7,8.5,RW-5.2 | CW-4.5,1,Open Foundation,,Hetauda,Central,481,27.5660 | 85.0677,RCC Slab,7,3.1,0,Completed,8.5,2017
497,31-H002-014,Bhainse,Tribhuvan Highway,Makawanpur,Bhainse khola,39.25,62,RW-5.3 | CW-3.5,1,Open Foundation,,Hetauda,Central,484,27.5084 | 85.0515,Steel Truss,8,3.1,0,Completed,62.35,2017
498,31-H002-017,Bailabaas,Tribhuvan Highway,Makawanpur,Bailabaas khola,33.25,8,RW-6.8 | CW-6,1,Open Foundation,,Hetauda,Central,487,27.4710 | 85.0417,RCC Slab,8,3.1,0,Completed,8,2017
499,31-H002-016,Ratmate,Tribhuvan Highway,Makawanpur,Ratmate khola,36.43,18,RW-4.8 | CW-3.8,1,Open Foundation,,Hetauda,Central,486,27.4946 | 85.0462,Steel Truss,7,3.1,0,Completed,18.5,2017
500,31-H002-013,Chandi,Tribhuvan Highway,Makawanpur,Chandi,42.48,28,RW-3.5 | CW-3.5,1,Open Foundation,,Hetauda,Central,483,27.5221 | 85.0479,Steel Truss,8,3.1,0,Completed,28.25,2017
501,31-H002-010,Palung,Tribhuvan Highway,Makawanpur,Palung khola,63.93,25,RW-3.5 | CW-3.5,1,Open Foundation,,Hetauda,Central,480,27.5691 | 85.0714,Steel Truss,8,3.1,0,Completed,25,2017
502,31-H002-018,Samari,Tribhuvan Highway,Makawanpur,Samari khola,31.35,150,RW-8.4 | CW-6,3,Open Foundation,,Hetauda,Central,488,27.4565 | 85.0433,Steel Plate Girder,8,3.1,0,Completed,50,2017
503,33-H002-021,Sirsiya,Tribhuvan Highway,Bara,Sirsiya,171.45,36,RW-7.5 | CW-6,3,Pile Foundation,,Hetauda,Central,491,27.0779 | 84.9208,RCC T-Beam,7,3.6,0,Completed,12,2017
504,33-H002-019,Seto,Tribhuvan Highway,Bara,Seto khola,163,12.5,RW-7.4 | CW-6.6,2,Open Foundation,,Hetauda,Central,489,27.1900 | 84.9794,RCC Slab,7,3.6,0,Completed,6.25,2017
